Date,Daily_Max_1-hour_SO2_Concentration,UNITS,DAILY_AQI_VALUE,Site_Name,COUNTY
01/01/2020,0.5,ppb,0,Oakland West,Alameda
01/02/2020,1.2,ppb,1,Oakland West,Alameda
01/03/2020,1.8,ppb,1,Oakland West,Alameda
01/04/2020,1.4,ppb,1,Oakland West,Alameda
01/05/2020,0.7,ppb,0,Oakland West,Alameda
01/06/2020,1.4,ppb,1,Oakland West,Alameda
01/07/2020,1.7,ppb,1,Oakland West,Alameda
01/08/2020,0.8,ppb,0,Oakland West,Alameda
01/09/2020,0.4,ppb,0,Oakland West,Alameda
01/10/2020,1.5,ppb,1,Oakland West,Alameda
01/11/2020,0.3,ppb,0,Oakland West,Alameda
01/12/2020,1.0,ppb,1,Oakland West,Alameda
01/13/2020,0.5,ppb,0,Oakland West,Alameda
01/14/2020,0.1,ppb,0,Oakland West,Alameda
01/15/2020,1.0,ppb,1,Oakland West,Alameda
01/16/2020,0.0,ppb,0,Oakland West,Alameda
01/17/2020,0.9,ppb,0,Oakland West,Alameda
01/18/2020,0.0,ppb,0,Oakland West,Alameda
01/19/2020,0.1,ppb,0,Oakland West,Alameda
01/20/2020,0.5,ppb,0,Oakland West,Alameda
01/21/2020,0.0,ppb,0,Oakland West,Alameda
01/22/2020,1.1,ppb,1,Oakland West,Alameda
01/23/2020,0.7,ppb,0,Oakland West,Alameda
01/24/2020,0.7,ppb,0,Oakland West,Alameda
01/25/2020,0.3,ppb,0,Oakland West,Alameda
01/26/2020,0.0,ppb,0,Oakland West,Alameda
01/27/2020,0.6,ppb,0,Oakland West,Alameda
01/28/2020,0.0,ppb,0,Oakland West,Alameda
01/29/2020,1.0,ppb,1,Oakland West,Alameda
01/30/2020,0.9,ppb,0,Oakland West,Alameda
01/31/2020,2.3,ppb,3,Oakland West,Alameda
02/01/2020,2.1,ppb,3,Oakland West,Alameda
02/02/2020,0.3,ppb,0,Oakland West,Alameda
02/03/2020,0.5,ppb,0,Oakland West,Alameda
02/04/2020,1.1,ppb,1,Oakland West,Alameda
02/05/2020,2.1,ppb,3,Oakland West,Alameda
02/06/2020,3.6,ppb,4,Oakland West,Alameda
02/07/2020,4.5,ppb,6,Oakland West,Alameda
02/08/2020,0.7,ppb,0,Oakland West,Alameda
02/09/2020,0.5,ppb,0,Oakland West,Alameda
02/10/2020,1.5,ppb,1,Oakland West,Alameda
02/11/2020,2.0,ppb,3,Oakland West,Alameda
02/12/2020,1.7,ppb,1,Oakland West,Alameda
02/13/2020,0.4,ppb,0,Oakland West,Alameda
02/14/2020,1.5,ppb,1,Oakland West,Alameda
02/15/2020,0.8,ppb,0,Oakland West,Alameda
02/16/2020,0.4,ppb,0,Oakland West,Alameda
02/17/2020,1.0,ppb,1,Oakland West,Alameda
02/18/2020,1.9,ppb,1,Oakland West,Alameda
02/19/2020,1.8,ppb,1,Oakland West,Alameda
02/20/2020,1.5,ppb,1,Oakland West,Alameda
02/21/2020,3.2,ppb,4,Oakland West,Alameda
02/22/2020,0.6,ppb,0,Oakland West,Alameda
02/23/2020,0.2,ppb,0,Oakland West,Alameda
02/24/2020,1.6,ppb,1,Oakland West,Alameda
02/25/2020,1.4,ppb,1,Oakland West,Alameda
02/26/2020,1.9,ppb,1,Oakland West,Alameda
02/27/2020,1.7,ppb,1,Oakland West,Alameda
02/28/2020,2.8,ppb,3,Oakland West,Alameda
02/29/2020,0.2,ppb,0,Oakland West,Alameda
03/01/2020,0.7,ppb,0,Oakland West,Alameda
03/02/2020,0.9,ppb,0,Oakland West,Alameda
03/03/2020,1.6,ppb,1,Oakland West,Alameda
03/04/2020,1.6,ppb,1,Oakland West,Alameda
03/05/2020,0.4,ppb,0,Oakland West,Alameda
03/06/2020,0.6,ppb,0,Oakland West,Alameda
03/07/2020,0.3,ppb,0,Oakland West,Alameda
03/08/2020,0.3,ppb,0,Oakland West,Alameda
03/09/2020,1.0,ppb,1,Oakland West,Alameda
03/10/2020,1.4,ppb,1,Oakland West,Alameda
03/11/2020,2.1,ppb,3,Oakland West,Alameda
03/12/2020,1.9,ppb,1,Oakland West,Alameda
03/13/2020,0.2,ppb,0,Oakland West,Alameda
03/14/2020,0.1,ppb,0,Oakland West,Alameda
03/15/2020,0.2,ppb,0,Oakland West,Alameda
03/16/2020,0.5,ppb,0,Oakland West,Alameda
03/17/2020,0.3,ppb,0,Oakland West,Alameda
03/18/2020,0.4,ppb,0,Oakland West,Alameda
03/19/2020,1.2,ppb,1,Oakland West,Alameda
03/20/2020,1.5,ppb,1,Oakland West,Alameda
03/21/2020,0.4,ppb,0,Oakland West,Alameda
03/22/2020,1.4,ppb,1,Oakland West,Alameda
03/23/2020,0.2,ppb,0,Oakland West,Alameda
03/24/2020,0.3,ppb,0,Oakland West,Alameda
03/25/2020,0.7,ppb,0,Oakland West,Alameda
03/26/2020,0.9,ppb,0,Oakland West,Alameda
03/27/2020,0.4,ppb,0,Oakland West,Alameda
03/28/2020,0.3,ppb,0,Oakland West,Alameda
03/29/2020,0.3,ppb,0,Oakland West,Alameda
03/30/2020,0.2,ppb,0,Oakland West,Alameda
03/31/2020,0.2,ppb,0,Oakland West,Alameda
04/01/2020,0.6,ppb,0,Oakland West,Alameda
04/02/2020,0.7,ppb,0,Oakland West,Alameda
04/03/2020,0.8,ppb,0,Oakland West,Alameda
04/04/2020,0.2,ppb,0,Oakland West,Alameda
04/05/2020,0.2,ppb,0,Oakland West,Alameda
04/06/2020,0.4,ppb,0,Oakland West,Alameda
04/07/2020,0.7,ppb,0,Oakland West,Alameda
04/08/2020,0.4,ppb,0,Oakland West,Alameda
04/09/2020,0.4,ppb,0,Oakland West,Alameda
04/10/2020,0.3,ppb,0,Oakland West,Alameda
04/11/2020,0.1,ppb,0,Oakland West,Alameda
04/12/2020,0.2,ppb,0,Oakland West,Alameda
04/13/2020,0.3,ppb,0,Oakland West,Alameda
04/14/2020,0.9,ppb,0,Oakland West,Alameda
04/15/2020,1.2,ppb,1,Oakland West,Alameda
04/16/2020,0.3,ppb,0,Oakland West,Alameda
04/17/2020,0.2,ppb,0,Oakland West,Alameda
04/18/2020,0.2,ppb,0,Oakland West,Alameda
04/19/2020,0.2,ppb,0,Oakland West,Alameda
04/20/2020,0.2,ppb,0,Oakland West,Alameda
04/21/2020,0.3,ppb,0,Oakland West,Alameda
04/22/2020,0.4,ppb,0,Oakland West,Alameda
04/23/2020,0.8,ppb,0,Oakland West,Alameda
04/24/2020,2.0,ppb,3,Oakland West,Alameda
04/25/2020,1.2,ppb,1,Oakland West,Alameda
04/26/2020,0.4,ppb,0,Oakland West,Alameda
04/27/2020,0.5,ppb,0,Oakland West,Alameda
04/28/2020,0.3,ppb,0,Oakland West,Alameda
04/30/2020,0.5,ppb,0,Oakland West,Alameda
05/01/2020,0.3,ppb,0,Oakland West,Alameda
05/02/2020,0.1,ppb,0,Oakland West,Alameda
05/03/2020,0.7,ppb,0,Oakland West,Alameda
05/04/2020,0.7,ppb,0,Oakland West,Alameda
05/05/2020,0.3,ppb,0,Oakland West,Alameda
05/06/2020,0.4,ppb,0,Oakland West,Alameda
05/07/2020,0.5,ppb,0,Oakland West,Alameda
05/08/2020,1.6,ppb,1,Oakland West,Alameda
05/09/2020,0.0,ppb,0,Oakland West,Alameda
05/10/2020,-0.1,ppb,0,Oakland West,Alameda
05/11/2020,0.0,ppb,0,Oakland West,Alameda
05/12/2020,0.0,ppb,0,Oakland West,Alameda
05/13/2020,0.1,ppb,0,Oakland West,Alameda
05/14/2020,-0.1,ppb,0,Oakland West,Alameda
05/15/2020,0.4,ppb,0,Oakland West,Alameda
05/16/2020,0.0,ppb,0,Oakland West,Alameda
05/17/2020,-0.1,ppb,0,Oakland West,Alameda
05/18/2020,0.0,ppb,0,Oakland West,Alameda
05/19/2020,0.1,ppb,0,Oakland West,Alameda
05/20/2020,0.2,ppb,0,Oakland West,Alameda
05/21/2020,0.2,ppb,0,Oakland West,Alameda
05/22/2020,0.5,ppb,0,Oakland West,Alameda
05/23/2020,0.2,ppb,0,Oakland West,Alameda
05/24/2020,0.9,ppb,0,Oakland West,Alameda
05/25/2020,0.9,ppb,0,Oakland West,Alameda
05/26/2020,0.8,ppb,0,Oakland West,Alameda
05/27/2020,0.5,ppb,0,Oakland West,Alameda
05/28/2020,0.2,ppb,0,Oakland West,Alameda
05/29/2020,0.0,ppb,0,Oakland West,Alameda
05/30/2020,0.0,ppb,0,Oakland West,Alameda
05/31/2020,0.1,ppb,0,Oakland West,Alameda
06/01/2020,0.1,ppb,0,Oakland West,Alameda
06/02/2020,0.5,ppb,0,Oakland West,Alameda
06/03/2020,0.6,ppb,0,Oakland West,Alameda
06/04/2020,0.2,ppb,0,Oakland West,Alameda
06/05/2020,0.0,ppb,0,Oakland West,Alameda
06/06/2020,0.0,ppb,0,Oakland West,Alameda
06/07/2020,0.1,ppb,0,Oakland West,Alameda
06/08/2020,0.5,ppb,0,Oakland West,Alameda
06/09/2020,1.4,ppb,1,Oakland West,Alameda
06/10/2020,0.5,ppb,0,Oakland West,Alameda
06/11/2020,0.3,ppb,0,Oakland West,Alameda
06/12/2020,0.0,ppb,0,Oakland West,Alameda
06/13/2020,0.0,ppb,0,Oakland West,Alameda
06/14/2020,0.0,ppb,0,Oakland West,Alameda
06/15/2020,0.0,ppb,0,Oakland West,Alameda
06/16/2020,0.5,ppb,0,Oakland West,Alameda
06/17/2020,0.6,ppb,0,Oakland West,Alameda
06/18/2020,0.6,ppb,0,Oakland West,Alameda
06/19/2020,0.0,ppb,0,Oakland West,Alameda
06/20/2020,0.0,ppb,0,Oakland West,Alameda
06/21/2020,0.0,ppb,0,Oakland West,Alameda
06/22/2020,0.1,ppb,0,Oakland West,Alameda
06/23/2020,0.1,ppb,0,Oakland West,Alameda
06/24/2020,0.5,ppb,0,Oakland West,Alameda
06/25/2020,0.1,ppb,0,Oakland West,Alameda
06/26/2020,0.0,ppb,0,Oakland West,Alameda
06/27/2020,0.0,ppb,0,Oakland West,Alameda
06/28/2020,0.0,ppb,0,Oakland West,Alameda
06/29/2020,0.7,ppb,0,Oakland West,Alameda
06/30/2020,0.4,ppb,0,Oakland West,Alameda
07/01/2020,0.4,ppb,0,Oakland West,Alameda
07/02/2020,0.2,ppb,0,Oakland West,Alameda
07/03/2020,0.1,ppb,0,Oakland West,Alameda
07/04/2020,7.8,ppb,10,Oakland West,Alameda
07/05/2020,0.2,ppb,0,Oakland West,Alameda
07/06/2020,0.1,ppb,0,Oakland West,Alameda
07/07/2020,0.2,ppb,0,Oakland West,Alameda
07/08/2020,0.5,ppb,0,Oakland West,Alameda
07/09/2020,0.2,ppb,0,Oakland West,Alameda
07/10/2020,0.1,ppb,0,Oakland West,Alameda
07/11/2020,0.2,ppb,0,Oakland West,Alameda
07/12/2020,0.2,ppb,0,Oakland West,Alameda
07/13/2020,0.0,ppb,0,Oakland West,Alameda
07/14/2020,0.1,ppb,0,Oakland West,Alameda
07/15/2020,0.0,ppb,0,Oakland West,Alameda
07/16/2020,0.0,ppb,0,Oakland West,Alameda
07/17/2020,0.0,ppb,0,Oakland West,Alameda
07/18/2020,0.4,ppb,0,Oakland West,Alameda
07/19/2020,0.2,ppb,0,Oakland West,Alameda
07/20/2020,0.2,ppb,0,Oakland West,Alameda
07/21/2020,1.3,ppb,1,Oakland West,Alameda
07/22/2020,0.9,ppb,0,Oakland West,Alameda
07/23/2020,0.0,ppb,0,Oakland West,Alameda
07/24/2020,0.0,ppb,0,Oakland West,Alameda
07/25/2020,0.0,ppb,0,Oakland West,Alameda
07/26/2020,0.0,ppb,0,Oakland West,Alameda
07/27/2020,0.0,ppb,0,Oakland West,Alameda
07/28/2020,1.4,ppb,1,Oakland West,Alameda
07/29/2020,0.0,ppb,0,Oakland West,Alameda
07/30/2020,0.0,ppb,0,Oakland West,Alameda
07/31/2020,0.0,ppb,0,Oakland West,Alameda
08/01/2020,0.0,ppb,0,Oakland West,Alameda
08/02/2020,0.0,ppb,0,Oakland West,Alameda
08/03/2020,0.1,ppb,0,Oakland West,Alameda
08/04/2020,0.1,ppb,0,Oakland West,Alameda
08/05/2020,0.0,ppb,0,Oakland West,Alameda
08/06/2020,0.3,ppb,0,Oakland West,Alameda
08/07/2020,0.0,ppb,0,Oakland West,Alameda
08/08/2020,0.0,ppb,0,Oakland West,Alameda
08/09/2020,0.0,ppb,0,Oakland West,Alameda
08/10/2020,0.0,ppb,0,Oakland West,Alameda
08/11/2020,0.0,ppb,0,Oakland West,Alameda
08/12/2020,0.2,ppb,0,Oakland West,Alameda
08/13/2020,0.4,ppb,0,Oakland West,Alameda
08/14/2020,15.1,ppb,21,Oakland West,Alameda
08/15/2020,0.6,ppb,0,Oakland West,Alameda
08/16/2020,0.0,ppb,0,Oakland West,Alameda
08/17/2020,0.3,ppb,0,Oakland West,Alameda
08/18/2020,0.6,ppb,0,Oakland West,Alameda
08/19/2020,1.5,ppb,1,Oakland West,Alameda
08/20/2020,0.4,ppb,0,Oakland West,Alameda
08/21/2020,0.2,ppb,0,Oakland West,Alameda
08/22/2020,0.5,ppb,0,Oakland West,Alameda
08/23/2020,0.1,ppb,0,Oakland West,Alameda
08/24/2020,0.2,ppb,0,Oakland West,Alameda
08/25/2020,0.1,ppb,0,Oakland West,Alameda
08/26/2020,0.3,ppb,0,Oakland West,Alameda
08/27/2020,0.1,ppb,0,Oakland West,Alameda
08/28/2020,0.3,ppb,0,Oakland West,Alameda
08/29/2020,0.1,ppb,0,Oakland West,Alameda
08/30/2020,0.1,ppb,0,Oakland West,Alameda
08/31/2020,0.1,ppb,0,Oakland West,Alameda
09/01/2020,0.0,ppb,0,Oakland West,Alameda
09/02/2020,0.1,ppb,0,Oakland West,Alameda
09/03/2020,0.3,ppb,0,Oakland West,Alameda
09/04/2020,0.4,ppb,0,Oakland West,Alameda
09/05/2020,2.3,ppb,3,Oakland West,Alameda
09/06/2020,1.7,ppb,1,Oakland West,Alameda
09/07/2020,2.3,ppb,3,Oakland West,Alameda
09/08/2020,0.8,ppb,0,Oakland West,Alameda
09/09/2020,1.7,ppb,1,Oakland West,Alameda
09/10/2020,0.4,ppb,0,Oakland West,Alameda
09/11/2020,0.9,ppb,0,Oakland West,Alameda
09/12/2020,0.9,ppb,0,Oakland West,Alameda
09/13/2020,0.6,ppb,0,Oakland West,Alameda
09/14/2020,0.6,ppb,0,Oakland West,Alameda
09/15/2020,0.4,ppb,0,Oakland West,Alameda
09/16/2020,0.3,ppb,0,Oakland West,Alameda
09/17/2020,0.1,ppb,0,Oakland West,Alameda
09/18/2020,0.1,ppb,0,Oakland West,Alameda
09/19/2020,0.4,ppb,0,Oakland West,Alameda
09/20/2020,0.5,ppb,0,Oakland West,Alameda
09/21/2020,0.3,ppb,0,Oakland West,Alameda
09/22/2020,0.1,ppb,0,Oakland West,Alameda
09/23/2020,0.9,ppb,0,Oakland West,Alameda
09/24/2020,0.1,ppb,0,Oakland West,Alameda
09/25/2020,0.1,ppb,0,Oakland West,Alameda
09/26/2020,0.5,ppb,0,Oakland West,Alameda
09/27/2020,1.0,ppb,1,Oakland West,Alameda
09/28/2020,0.9,ppb,0,Oakland West,Alameda
09/29/2020,0.3,ppb,0,Oakland West,Alameda
09/30/2020,1.5,ppb,1,Oakland West,Alameda
10/01/2020,3.6,ppb,4,Oakland West,Alameda
10/02/2020,2.8,ppb,3,Oakland West,Alameda
10/03/2020,1.3,ppb,1,Oakland West,Alameda
10/04/2020,0.5,ppb,0,Oakland West,Alameda
10/05/2020,0.7,ppb,0,Oakland West,Alameda
10/06/2020,0.6,ppb,0,Oakland West,Alameda
10/07/2020,0.4,ppb,0,Oakland West,Alameda
10/08/2020,0.3,ppb,0,Oakland West,Alameda
10/09/2020,0.3,ppb,0,Oakland West,Alameda
10/10/2020,0.2,ppb,0,Oakland West,Alameda
10/11/2020,0.6,ppb,0,Oakland West,Alameda
10/12/2020,2.2,ppb,3,Oakland West,Alameda
10/13/2020,1.0,ppb,1,Oakland West,Alameda
10/14/2020,1.0,ppb,1,Oakland West,Alameda
10/15/2020,0.9,ppb,0,Oakland West,Alameda
10/16/2020,0.9,ppb,0,Oakland West,Alameda
10/17/2020,2.0,ppb,3,Oakland West,Alameda
10/18/2020,1.0,ppb,1,Oakland West,Alameda
10/19/2020,0.4,ppb,0,Oakland West,Alameda
10/20/2020,0.9,ppb,0,Oakland West,Alameda
10/21/2020,1.5,ppb,1,Oakland West,Alameda
10/22/2020,0.4,ppb,0,Oakland West,Alameda
10/23/2020,0.4,ppb,0,Oakland West,Alameda
10/24/2020,0.5,ppb,0,Oakland West,Alameda
10/25/2020,0.4,ppb,0,Oakland West,Alameda
10/26/2020,1.0,ppb,1,Oakland West,Alameda
10/27/2020,1.1,ppb,1,Oakland West,Alameda
10/28/2020,2.4,ppb,3,Oakland West,Alameda
10/29/2020,2.4,ppb,3,Oakland West,Alameda
10/30/2020,1.0,ppb,1,Oakland West,Alameda
10/31/2020,1.9,ppb,1,Oakland West,Alameda
11/01/2020,1.9,ppb,1,Oakland West,Alameda
11/02/2020,2.5,ppb,3,Oakland West,Alameda
11/03/2020,0.7,ppb,0,Oakland West,Alameda
11/05/2020,1.9,ppb,1,Oakland West,Alameda
11/07/2020,0.9,ppb,0,Oakland West,Alameda
11/08/2020,0.6,ppb,0,Oakland West,Alameda
11/09/2020,1.4,ppb,1,Oakland West,Alameda
11/10/2020,4.4,ppb,6,Oakland West,Alameda
11/11/2020,1.3,ppb,1,Oakland West,Alameda
11/12/2020,2.0,ppb,3,Oakland West,Alameda
11/13/2020,0.5,ppb,0,Oakland West,Alameda
11/14/2020,1.1,ppb,1,Oakland West,Alameda
11/15/2020,1.6,ppb,1,Oakland West,Alameda
11/16/2020,1.4,ppb,1,Oakland West,Alameda
11/17/2020,0.7,ppb,0,Oakland West,Alameda
11/18/2020,0.8,ppb,0,Oakland West,Alameda
11/19/2020,1.2,ppb,1,Oakland West,Alameda
11/20/2020,2.2,ppb,3,Oakland West,Alameda
11/21/2020,3.4,ppb,4,Oakland West,Alameda
11/22/2020,1.5,ppb,1,Oakland West,Alameda
11/23/2020,0.6,ppb,0,Oakland West,Alameda
11/24/2020,1.2,ppb,1,Oakland West,Alameda
11/25/2020,0.4,ppb,0,Oakland West,Alameda
11/26/2020,2.0,ppb,3,Oakland West,Alameda
11/27/2020,3.5,ppb,4,Oakland West,Alameda
11/28/2020,1.6,ppb,1,Oakland West,Alameda
11/29/2020,1.7,ppb,1,Oakland West,Alameda
11/30/2020,1.3,ppb,1,Oakland West,Alameda
01/01/2020,0.8,ppb,0,Concord,Contra Costa
01/02/2020,4.1,ppb,6,Concord,Contra Costa
01/03/2020,2.3,ppb,3,Concord,Contra Costa
01/04/2020,1.6,ppb,1,Concord,Contra Costa
01/05/2020,1.9,ppb,1,Concord,Contra Costa
01/06/2020,1.1,ppb,1,Concord,Contra Costa
01/07/2020,3.8,ppb,4,Concord,Contra Costa
01/08/2020,0.6,ppb,0,Concord,Contra Costa
01/09/2020,0.6,ppb,0,Concord,Contra Costa
01/10/2020,1.7,ppb,1,Concord,Contra Costa
01/11/2020,0.7,ppb,0,Concord,Contra Costa
01/12/2020,0.7,ppb,0,Concord,Contra Costa
01/13/2020,0.4,ppb,0,Concord,Contra Costa
01/14/2020,0.6,ppb,0,Concord,Contra Costa
01/15/2020,2.2,ppb,3,Concord,Contra Costa
01/16/2020,0.4,ppb,0,Concord,Contra Costa
01/17/2020,1.1,ppb,1,Concord,Contra Costa
01/18/2020,1.2,ppb,1,Concord,Contra Costa
01/19/2020,0.6,ppb,0,Concord,Contra Costa
01/20/2020,0.9,ppb,0,Concord,Contra Costa
01/21/2020,4.1,ppb,6,Concord,Contra Costa
01/22/2020,0.9,ppb,0,Concord,Contra Costa
01/23/2020,2.1,ppb,3,Concord,Contra Costa
01/25/2020,1.6,ppb,1,Concord,Contra Costa
01/26/2020,0.3,ppb,0,Concord,Contra Costa
01/27/2020,0.3,ppb,0,Concord,Contra Costa
01/28/2020,0.3,ppb,0,Concord,Contra Costa
01/29/2020,2.1,ppb,3,Concord,Contra Costa
01/30/2020,1.8,ppb,1,Concord,Contra Costa
01/31/2020,2.1,ppb,3,Concord,Contra Costa
02/01/2020,1.2,ppb,1,Concord,Contra Costa
02/02/2020,2.2,ppb,3,Concord,Contra Costa
02/03/2020,1.9,ppb,1,Concord,Contra Costa
02/04/2020,0.7,ppb,0,Concord,Contra Costa
02/05/2020,7.3,ppb,10,Concord,Contra Costa
02/06/2020,1.4,ppb,1,Concord,Contra Costa
02/07/2020,4.4,ppb,6,Concord,Contra Costa
02/08/2020,3.7,ppb,4,Concord,Contra Costa
02/09/2020,0.7,ppb,0,Concord,Contra Costa
02/10/2020,0.9,ppb,0,Concord,Contra Costa
02/11/2020,0.5,ppb,0,Concord,Contra Costa
02/12/2020,0.7,ppb,0,Concord,Contra Costa
02/13/2020,0.5,ppb,0,Concord,Contra Costa
02/14/2020,0.6,ppb,0,Concord,Contra Costa
02/15/2020,3.6,ppb,4,Concord,Contra Costa
02/16/2020,0.6,ppb,0,Concord,Contra Costa
02/17/2020,3.1,ppb,4,Concord,Contra Costa
02/18/2020,1.0,ppb,1,Concord,Contra Costa
02/19/2020,0.7,ppb,0,Concord,Contra Costa
02/20/2020,0.7,ppb,0,Concord,Contra Costa
02/21/2020,1.2,ppb,1,Concord,Contra Costa
02/22/2020,1.1,ppb,1,Concord,Contra Costa
02/23/2020,0.4,ppb,0,Concord,Contra Costa
02/24/2020,12.7,ppb,17,Concord,Contra Costa
02/25/2020,0.7,ppb,0,Concord,Contra Costa
02/26/2020,1.1,ppb,1,Concord,Contra Costa
02/27/2020,0.9,ppb,0,Concord,Contra Costa
02/28/2020,3.1,ppb,4,Concord,Contra Costa
02/29/2020,0.4,ppb,0,Concord,Contra Costa
03/01/2020,2.0,ppb,3,Concord,Contra Costa
03/02/2020,1.0,ppb,1,Concord,Contra Costa
03/03/2020,1.5,ppb,1,Concord,Contra Costa
03/04/2020,3.5,ppb,4,Concord,Contra Costa
03/05/2020,0.5,ppb,0,Concord,Contra Costa
03/06/2020,0.4,ppb,0,Concord,Contra Costa
03/07/2020,0.7,ppb,0,Concord,Contra Costa
03/08/2020,2.0,ppb,3,Concord,Contra Costa
03/09/2020,1.0,ppb,1,Concord,Contra Costa
03/10/2020,0.9,ppb,0,Concord,Contra Costa
03/11/2020,2.4,ppb,3,Concord,Contra Costa
03/12/2020,0.7,ppb,0,Concord,Contra Costa
03/13/2020,0.6,ppb,0,Concord,Contra Costa
03/14/2020,0.3,ppb,0,Concord,Contra Costa
03/15/2020,0.4,ppb,0,Concord,Contra Costa
03/16/2020,0.4,ppb,0,Concord,Contra Costa
03/17/2020,1.8,ppb,1,Concord,Contra Costa
03/18/2020,1.0,ppb,1,Concord,Contra Costa
03/19/2020,1.9,ppb,1,Concord,Contra Costa
03/20/2020,1.3,ppb,1,Concord,Contra Costa
03/21/2020,2.1,ppb,3,Concord,Contra Costa
03/22/2020,1.2,ppb,1,Concord,Contra Costa
03/23/2020,0.7,ppb,0,Concord,Contra Costa
03/24/2020,0.4,ppb,0,Concord,Contra Costa
03/25/2020,1.7,ppb,1,Concord,Contra Costa
03/26/2020,1.8,ppb,1,Concord,Contra Costa
03/27/2020,0.5,ppb,0,Concord,Contra Costa
03/28/2020,0.4,ppb,0,Concord,Contra Costa
03/29/2020,1.6,ppb,1,Concord,Contra Costa
03/30/2020,1.0,ppb,1,Concord,Contra Costa
03/31/2020,0.7,ppb,0,Concord,Contra Costa
04/01/2020,0.7,ppb,0,Concord,Contra Costa
04/02/2020,2.0,ppb,3,Concord,Contra Costa
04/03/2020,0.6,ppb,0,Concord,Contra Costa
04/04/2020,0.4,ppb,0,Concord,Contra Costa
04/05/2020,0.4,ppb,0,Concord,Contra Costa
04/06/2020,2.0,ppb,3,Concord,Contra Costa
04/07/2020,3.7,ppb,4,Concord,Contra Costa
04/08/2020,0.7,ppb,0,Concord,Contra Costa
04/09/2020,0.4,ppb,0,Concord,Contra Costa
04/10/2020,1.2,ppb,1,Concord,Contra Costa
04/11/2020,0.3,ppb,0,Concord,Contra Costa
04/12/2020,0.6,ppb,0,Concord,Contra Costa
04/13/2020,1.1,ppb,1,Concord,Contra Costa
04/14/2020,1.1,ppb,1,Concord,Contra Costa
04/15/2020,0.7,ppb,0,Concord,Contra Costa
04/16/2020,0.4,ppb,0,Concord,Contra Costa
04/17/2020,0.4,ppb,0,Concord,Contra Costa
04/18/2020,0.3,ppb,0,Concord,Contra Costa
04/19/2020,0.4,ppb,0,Concord,Contra Costa
04/20/2020,0.4,ppb,0,Concord,Contra Costa
04/21/2020,0.4,ppb,0,Concord,Contra Costa
04/22/2020,0.5,ppb,0,Concord,Contra Costa
04/23/2020,0.5,ppb,0,Concord,Contra Costa
04/24/2020,0.8,ppb,0,Concord,Contra Costa
04/25/2020,0.6,ppb,0,Concord,Contra Costa
04/26/2020,0.4,ppb,0,Concord,Contra Costa
04/27/2020,0.5,ppb,0,Concord,Contra Costa
04/28/2020,0.8,ppb,0,Concord,Contra Costa
04/29/2020,0.4,ppb,0,Concord,Contra Costa
04/30/2020,0.6,ppb,0,Concord,Contra Costa
05/01/2020,0.6,ppb,0,Concord,Contra Costa
05/02/2020,0.4,ppb,0,Concord,Contra Costa
05/03/2020,0.9,ppb,0,Concord,Contra Costa
05/04/2020,3.0,ppb,4,Concord,Contra Costa
05/05/2020,0.4,ppb,0,Concord,Contra Costa
05/06/2020,1.7,ppb,1,Concord,Contra Costa
05/07/2020,1.8,ppb,1,Concord,Contra Costa
05/08/2020,1.9,ppb,1,Concord,Contra Costa
05/09/2020,0.7,ppb,0,Concord,Contra Costa
05/10/2020,0.4,ppb,0,Concord,Contra Costa
05/11/2020,0.4,ppb,0,Concord,Contra Costa
05/12/2020,0.3,ppb,0,Concord,Contra Costa
05/13/2020,0.4,ppb,0,Concord,Contra Costa
05/14/2020,0.3,ppb,0,Concord,Contra Costa
05/15/2020,0.9,ppb,0,Concord,Contra Costa
05/16/2020,0.4,ppb,0,Concord,Contra Costa
05/17/2020,0.3,ppb,0,Concord,Contra Costa
05/18/2020,0.4,ppb,0,Concord,Contra Costa
05/19/2020,0.4,ppb,0,Concord,Contra Costa
05/20/2020,0.4,ppb,0,Concord,Contra Costa
05/21/2020,1.3,ppb,1,Concord,Contra Costa
05/22/2020,1.1,ppb,1,Concord,Contra Costa
05/23/2020,1.3,ppb,1,Concord,Contra Costa
05/24/2020,1.2,ppb,1,Concord,Contra Costa
05/25/2020,1.0,ppb,1,Concord,Contra Costa
05/26/2020,2.0,ppb,3,Concord,Contra Costa
05/27/2020,1.5,ppb,1,Concord,Contra Costa
05/28/2020,2.2,ppb,3,Concord,Contra Costa
05/29/2020,0.4,ppb,0,Concord,Contra Costa
05/30/2020,0.4,ppb,0,Concord,Contra Costa
05/31/2020,0.4,ppb,0,Concord,Contra Costa
06/01/2020,0.4,ppb,0,Concord,Contra Costa
06/02/2020,2.4,ppb,3,Concord,Contra Costa
06/03/2020,3.9,ppb,4,Concord,Contra Costa
06/04/2020,3.9,ppb,4,Concord,Contra Costa
06/05/2020,0.4,ppb,0,Concord,Contra Costa
06/06/2020,0.4,ppb,0,Concord,Contra Costa
06/07/2020,0.7,ppb,0,Concord,Contra Costa
06/08/2020,1.2,ppb,1,Concord,Contra Costa
06/09/2020,2.0,ppb,3,Concord,Contra Costa
06/10/2020,3.2,ppb,4,Concord,Contra Costa
06/11/2020,0.5,ppb,0,Concord,Contra Costa
06/12/2020,0.4,ppb,0,Concord,Contra Costa
06/13/2020,0.4,ppb,0,Concord,Contra Costa
06/14/2020,0.8,ppb,0,Concord,Contra Costa
