Date,aqi_co,aqi_no2,aqi_o3,aqi_pm_2_5,aqi_pm_10,AQI_Max
2020-11-26,5.0,23.0,27.0,10.0,,27.0
2020-11-27,7.0,31.0,21.0,25.0,,31.0
2020-11-28,7.0,38.0,28.0,56.0,,56.0
2020-11-29,8.0,36.0,23.0,56.0,,56.0
2020-11-30,8.0,31.0,17.0,46.0,,46.0
2020-12-01,7.0,30.0,20.0,35.0,,35.0
2020-12-02,8.0,29.0,22.0,47.0,,47.0
2020-12-03,7.0,35.0,28.0,69.0,,69.0
2020-12-04,9.0,44.0,19.0,86.0,,86.0
2020-12-05,10.0,37.0,24.0,62.0,29.0,62.0
2020-12-06,8.0,31.0,29.0,30.0,,31.0
2020-12-07,8.0,28.0,29.0,19.0,,29.0
2020-12-08,9.0,,,40.0,,40.0
2020-12-09,9.0,44.0,31.0,78.0,,78.0
2020-12-10,10.0,40.0,31.0,60.0,,60.0
2020-12-11,5.0,22.0,30.0,18.0,,30.0
2020-12-12,5.0,13.0,20.0,7.0,,20.0
2020-12-13,6.0,14.0,32.0,22.0,,32.0
2020-12-14,6.0,25.0,19.0,24.0,,25.0
2020-12-15,8.0,24.0,9.0,43.0,,43.0
2020-12-16,8.0,22.0,30.0,51.0,,51.0
2020-12-17,6.0,23.0,31.0,20.0,13.0,31.0
2020-12-18,7.0,29.0,17.0,33.0,,33.0
2020-12-19,9.0,29.0,22.0,57.0,,57.0
2020-12-20,9.0,22.0,22.0,55.0,,55.0
2020-12-21,7.0,26.0,20.0,60.0,,60.0
2020-12-22,8.0,31.0,22.0,24.0,,31.0
2020-12-23,9.0,29.0,26.0,30.0,,30.0
2020-12-24,6.0,29.0,17.0,68.0,,68.0
2020-12-25,7.0,23.0,36.0,51.0,,51.0
2020-12-26,6.0,25.0,33.0,25.0,,33.0
2020-12-27,6.0,19.0,23.0,28.0,,28.0
2020-12-28,6.0,24.0,28.0,23.0,,28.0
2020-12-29,8.0,25.0,19.0,35.0,18.0,35.0
2020-12-30,8.0,24.0,32.0,22.0,,32.0
2020-12-31,7.0,25.0,32.0,33.0,,33.0
