"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"07/20/2019","AQS","060130002","1","7","ug/m3 SC","6","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"08/01/2019","AQS","060130002","1","5","ug/m3 SC","5","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"08/13/2019","AQS","060130002","1","15","ug/m3 SC","14","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"08/25/2019","AQS","060130002","1","12","ug/m3 SC","11","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"09/06/2019","AQS","060130002","1","9","ug/m3 SC","8","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"09/18/2019","AQS","060130002","1","6","ug/m3 SC","6","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"09/30/2019","AQS","060130002","1","7","ug/m3 SC","6","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"10/12/2019","AQS","060130002","1","34","ug/m3 SC","31","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"10/24/2019","AQS","060130002","1","19","ug/m3 SC","18","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"11/05/2019","AQS","060130002","1","34","ug/m3 SC","31","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"11/17/2019","AQS","060130002","1","20","ug/m3 SC","19","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"11/29/2019","AQS","060130002","1","6","ug/m3 SC","6","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"12/11/2019","AQS","060130002","1","23","ug/m3 SC","21","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"12/23/2019","AQS","060130002","1","6","ug/m3 SC","6","Concord","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.936013","-122.026154"
"01/09/2019","AQS","060131002","1","7","ug/m3 SC","6","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/21/2019","AQS","060131002","1","2","ug/m3 SC","2","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/02/2019","AQS","060131002","1","4","ug/m3 SC","4","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/14/2019","AQS","060131002","1","4","ug/m3 SC","4","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/26/2019","AQS","060131002","1","7","ug/m3 SC","6","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/10/2019","AQS","060131002","1","5","ug/m3 SC","5","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/22/2019","AQS","060131002","1","7","ug/m3 SC","6","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"04/03/2019","AQS","060131002","1","4","ug/m3 SC","4","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"04/15/2019","AQS","060131002","1","5","ug/m3 SC","5","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"04/27/2019","AQS","060131002","1","18","ug/m3 SC","17","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"05/09/2019","AQS","060131002","1","8","ug/m3 SC","7","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"05/21/2019","AQS","060131002","1","7","ug/m3 SC","6","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"06/02/2019","AQS","060131002","1","6","ug/m3 SC","6","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"06/14/2019","AQS","060131002","1","15","ug/m3 SC","14","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"06/26/2019","AQS","060131002","1","10","ug/m3 SC","9","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"07/08/2019","AQS","060131002","1","11","ug/m3 SC","10","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"07/20/2019","AQS","060131002","1","10","ug/m3 SC","9","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"08/01/2019","AQS","060131002","1","13","ug/m3 SC","12","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"08/13/2019","AQS","060131002","1","19","ug/m3 SC","18","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"08/25/2019","AQS","060131002","1","15","ug/m3 SC","14","Bethel Island","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
