,index,Name,Lat,Lon,Date
77,182,Jacobson Fire,36.217,-118.551,2016-10-20
78,96,Ken Fire,34.25858,-117.4415,2016-09-03
79,36,Keswick Fire,40.61388,-122.46777,2016-06-11
80,127,Knoxville Fire,38.68403,-122.26015,2016-08-09
81,73,Kuehner Fire,34.27619,-118.63264,2016-07-01
82,126,Kugelman Fire,36.099740000000004,-120.51057,2016-08-09
83,52,Laguna Fire,33.578720000000004,-117.77395,2016-06-26
84,101,Lake Fire,40.68192,-122.4096,2016-09-10
85,177,Loma Fire,37.106320000000004,-121.85318000000001,2016-09-26
86,68,Lone Pine Fire,36.58972,-118.15588999999999,2016-07-01
87,50,Lowe Fire,36.1934,-120.9293,2016-06-23
88,181,Marek Fire,34.31,-118.335,2016-11-14
89,54,Marina Fire,37.97,-119.14,2016-06-25
90,172,Marshes Fire,37.79635,-120.32484,2016-09-26
91,183,Meadow Fire,35.984,-118.551,2016-10-29
93,6,Metz Fire,36.38123,-121.20058999999999,2016-05-22
94,143,Mina Fire,39.8748511,-123.42670109999999,2016-08-30
95,128,Mineral Fire,36.099740000000004,-120.51057,2016-08-09
96,157,Mockingbird Fire,39.1408865,-122.9148951,2016-08-30
97,159,Moffett Fire,41.6314,-122.7933,2016-09-12
98,138,Mokelumne Fire,38.575540000000004,-120.00606,2016-08-18
99,29,Moore Fire,38.86804,-121.37704,2016-06-21
100,130,Mountain Fire,40.61213,-122.47091,2016-08-09
101,173,Newmark Fire,36.6543,-119.5327,2016-09-23
102,90,Oak Fire,38.33475,-122.02564,2016-07-22
103,120,Oak Fire,37.06531,-121.68576999999999,2016-08-12
104,140,Oak Fire,37.11831,-121.69783999999999,2016-09-01
105,162,Old Fire,37.75972,-120.02962600000001,2016-09-13
106,42,Old Fire,36.499140000000004,-121.04993,2016-06-12
107,160,Old Fire,39.8851,-121.6998,2016-09-16
108,79,Onyx Fire,35.68313,-118.21793000000001,2016-07-13
109,164,Owens River Fire,37.75985,-118.95308999999999,2016-09-17
110,75,Pacheco Fire,38.08056,-120.81393999999999,2016-07-12
111,22,Pala Fire,33.41639,-117.08828999999999,2016-05-31
112,28,Paskenta Fire,39.93965,-122.40142,2016-06-21
113,100,Phoenix Fire,39.39051,-120.51886999999999,2016-09-07
114,121,Pilot Fire,34.28771,-117.27338,2016-08-07
115,65,Pine Fire,34.701,-119.14399999999999,2016-06-30
116,43,Pony Fire,41.623000000000005,-123.557,2016-06-07
117,57,Rancho Fire,38.385,-121.003611,2016-06-28
118,156,Range Fire,35.2013,-118.7212,2016-08-26
119,55,Reservoir Fire,39.12366,-122.50373,2016-06-26
120,91,Roblar Fire,33.393,-117.35093,2016-07-21
121,103,Rock Fire,33.00056,-116.9571,2016-07-22
122,98,Ruff Fire ,39.7299,-123.5044,2016-09-10
123,178,Sacata Fire,36.94536,-119.25958999999999,2016-10-11
124,97,Saddle Fire,39.6871,-121.571,2016-09-05
125,59,Sage Fire,34.36763,-118.57245,2016-07-09
126,150,Santos Fire,39.79547,-121.71661999999999,2016-08-26
127,175,Sawmill Fire,38.80017,-122.82895,2016-09-25
128,70,Scott Fire,38.517771999999994,-121.103642,2016-07-10
129,14,Shedd Fire,35.619609999999994,-120.39993,2016-05-10
130,74,Shelter Fire,33.11645,-116.58542,2016-07-11
131,45,Sherpa Fire,34.775999999999996,-119.64299999999999,2016-06-15
132,80,Sherwood Fire,36.92244,-119.39618999999999,2016-07-13
133,111,Sierra Fire,37.41896,-121.79668999999998,2016-07-30
134,94,Soberanes Fire,36.45994,-121.89938000000001,2016-07-22
135,35,Soda Fire,35.01382,-119.58206000000001,2016-06-04
136,165,Soup Complex,41.2649,-120.3178,2016-09-17
137,99,Spring Fire,34.3183,-117.3189,2016-09-07
138,135,Stafford Fire,40.4572,-124.05803999999999,2016-08-11
139,76,Stagecoach Fire,37.96311,-120.67335,2016-07-12
140,102,Storksbill Fire,38.79549,-121.00299,2016-07-22
141,131,Summit Fire,40.9878,-123.77832,2016-08-12
142,139,Sunny Fire,36.84479,-119.34487,2016-09-03
143,92,Table Fire,41.71847,-122.36923999999999,2016-07-21
144,1,Taglio Fire,37.2171,-121.08036000000001,2016-04-24
145,33,Temecula Fire,33.476894,-117.140883,2016-06-04
146,176,Tobin Fire,39.92,-121.32,2016-09-26
147,56,Trailhead Fire,38.96741,-120.9375,2016-06-28
148,153,Tule Fire,36.1648,-118.73906000000001,2016-08-22
149,4,Tulloch Fire,37.927613,-120.52883600000001,2016-05-30
150,148,Tully Fire,41.284859999999995,-123.82268,2016-08-22
151,167,Washington Fire,34.75134,-120.55297,2016-09-22
152,7,Wheatland Fire,34.275999999999996,-118.354,2016-05-23
153,149,Willard Fire,40.3915,-120.7845,2016-09-11
154,151,Willow Fire,38.1874,-120.6381,2016-08-28
