,index,Name,Lat,Lon,Date
91,176,Feather Fire,39.716713,-120.88943799999998,2020-08-13
92,129,Feather Fire,39.506597,-121.604579,2020-07-20
93,239,Ferry Fire,39.516940000000005,-121.54475,2020-10-22
94,234,Fields Fire ,39.181047,-121.45098200000001,2020-10-07
95,94,Flat Fire,40.791509000000005,-123.437051,2020-06-30
96,199,Flint Fire,38.03106,-120.85258,2020-08-19
97,70,Fork Fire,36.37085,-118.845123,2020-06-18
98,218,Fork Fire,38.99,-120.39399999999999,2020-09-08
99,166,Fort Fire,34.93929,-118.92967,2020-08-06
100,224,Fox Fire,41.211022,-122.84735900000001,2020-09-16
101,91,Gage Fire,35.69993,-120.96758999999999,2020-06-28
102,16,Gilman Fire,33.861053999999996,-117.02411399999998,2020-05-18
103,227,Glass Fire,38.56295,-122.49745,2020-09-27
104,127,Gold Fire,41.11037,-120.92329299999999,2020-07-20
105,78,Grade Fire ,36.5537,-119.19677,2020-06-22
106,41,Grand Fire,33.638067,-117.37581000000002,2020-06-08
107,54,Grant Fire,38.520981,-121.201927,2020-06-12
108,5,Grizzly Fire,39.774968,-122.38453200000001,2020-03-02
109,35,Gulch Fire,38.216134000000004,-122.536406,2020-06-06
110,66,Gyle Fire,40.000132,-122.205628,2020-06-17
111,20,Harley Fire,33.83167,-117.34933999999998,2020-05-28
112,210,Hensley Fire ,37.080529999999996,-119.88673,2020-08-30
113,136,Hill Fire,39.013591,-122.35966299999998,2020-07-24
114,180,Hills Fire,36.09876,-120.427342,2020-08-15
115,211,Hobo Fire ,40.821259999999995,-123.12461,2020-09-01
116,55,Hog Fire,36.822759999999995,-119.36572,2020-06-12
117,125,Hog Fire,40.420885999999996,-120.86375,2020-07-18
118,130,Holland Fire ,37.977309000000005,-121.62023799999999,2020-07-20
119,14,Hollister Fire,34.47438,-120.29378999999999,2020-05-07
120,122,Hollow Fire,37.640440000000005,-121.59374,2020-07-16
121,188,Holser Fire,34.438759000000005,-118.75896499999999,2020-08-17
122,73,Honcut Fire,39.36894,-121.53976000000002,2020-06-20
124,26,Horn Fire ,40.809323,-120.288882,2020-06-02
125,76,Hunter Fire,35.90835,-121.08753,2020-06-21
126,39,Hunters Fire,37.61955,-120.21545400000001,2020-06-07
127,47,India Fire,33.37579,-117.47166000000001,2020-06-09
128,88,Indian Fire,33.565093,-116.750925,2020-06-26
129,13,Interstate 5 Fire,36.075003,-120.106407,2020-05-03
130,138,Ione Fire ,38.420382000000004,-121.044895,2020-07-26
131,133,Iris Fire,37.518879,-118.71113500000001,2020-07-21
132,235,Irvine Fire,37.821737,-122.10431399999999,2020-10-11
133,135,Jack Fire,33.93327,-117.033124,2020-07-24
134,209,Johnson Fire ,34.65979,-118.36411000000001,2020-08-28
135,185,Jones Fire,39.29241,-121.100352,2020-08-17
136,134,July Complex,41.699,-121.477,2020-07-24
137,32,Karchner Fire,38.98487,-121.340239,2020-06-05
138,137,Karen Fire,34.028116,-117.429598,2020-07-25
139,104,Kings Fire,36.750186,-119.11653600000001,2020-07-05
140,197,LNU Lightning Complex (includes Hennesse,38.48193,-122.14863999999999,2020-08-17
141,101,Lake Fire,35.351065000000006,-120.00485,2020-07-05
142,172,Lake Fire,34.679,-118.45200000000001,2020-08-12
143,33,Lakeville Fire,38.224849,-122.54981599999999,2020-06-05
144,233,Lambert Fire,38.424015999999995,-121.006635,2020-10-04
145,65,Liberty Fire,38.234320000000004,-121.20828,2020-06-17
146,50,Lime Fire,34.46182,-118.77346999999999,2020-06-10
147,142,Lincoln Fire,40.78804,-124.19953999999998,2020-07-27
148,178,Loyalton Fire,39.702438,-120.143473,2020-08-14
149,6,Mann Fire,33.969570000000004,-117.51793,2020-03-03
150,229,Martindale Fire ,34.563,-118.4,2020-09-28
151,34,McGary Fire ,38.196892999999996,-122.15631299999998,2020-06-05
152,174,Meiss Fire,38.474502,-121.172572,2020-08-13
153,128,Milepost 21 Fire,41.1849445,-123.6986222,2020-07-20
154,168,Mina Fire,39.82454,-123.262437,2020-08-10
155,118,Mineral Fire,36.09493,-120.52193,2020-07-13
156,200,Moc Fire,37.813779,-120.31256499999999,2020-08-20
157,99,Mount R Fire,34.182435999999996,-117.124353,2020-07-03
158,109,Mountain Meadow Fire ,38.21614,-122.12447,2020-07-06
159,251,Mountain View Fire,38.51474,-119.46778,2020-11-17
160,92,Muck Fire ,41.0336731,-121.2199939,2020-06-29
161,189,Murphy Fire,38.840068,-120.87654599999999,2020-08-17
162,111,Nail Fire,39.35498,-122.65813,2020-07-07
163,25,Nash Fire,39.1296,-123.48018,2020-06-01
164,69,Nelson Fire,38.89178,-121.33956,2020-06-18
165,64,Nelson Fire ,39.52408,-121.60037,2020-06-17
166,157,North Fire,40.36764,-120.44811000000001,2020-08-02
167,217,Oak Fire,39.4935,-123.3965,2020-09-07
168,44,Oak Fire,33.78275,-116.89655,2020-06-08
169,244,Olinda Fire,40.41486,-122.34200000000001,2020-10-25
170,102,Park Fire,37.166733,-121.56750500000001,2020-07-05
171,165,Pass Fire,35.61521,-120.40456999999999,2020-08-04
172,90,Pass Fire,37.06641,-121.21911999999999,2020-06-28
173,108,Patterson Fire,37.719840000000005,-121.53523999999999,2020-07-06
174,208,Perry Fire,38.8825,-121.10411,2020-08-26
175,123,Pitzer Fire,34.39464,-116.97556999999999,2020-07-17
176,206,Placer Fire,35.433519700000005,-120.12432959999998,2020-08-25
177,126,Platina Fire,40.462621,-122.792645,2020-07-19
178,89,Poeville Fire,39.325959999999995,-119.81098,2020-06-27
179,246,Point Fire (Placer County),39.009454,-120.48889199999999,2020-10-26
180,242,Point Fire (Shasta and Tehama County),40.388690000000004,-122.39033,2020-10-25
181,154,Pond Fire,35.43128,-120.47346,2020-08-01
182,232,Pony Fire,38.464074,-121.03923600000002,2020-10-03
183,241,Pope Fire,38.561840000000004,-122.37828,2020-10-23
184,159,Post Fire,34.044470000000004,-118.21608,2020-08-02
185,114,Power Fire,37.1487,-119.50307,2020-07-11
186,36,Quail Fire,38.470809,-122.03820800000001,2020-06-06
187,75,Quarter Fire,38.082640000000005,-120.20316000000001,2020-06-21
188,170,R-1 Fire,40.590714,-120.549595,2020-08-11
189,82,R-2 Fire,40.43203,-120.28147,2020-06-23
190,83,R-3 Fire,40.44793,-120.04635,2020-06-24
191,207,R-8 Pinecone Fire ,40.773,-120.536,2020-08-26
192,147,Rabbit Fire,33.934137,-117.03446100000001,2020-07-30
193,132,Rabbit Fire ,37.118075,-119.932391,2020-07-20
194,175,Ranch 2 Fire,34.160265,-117.910498,2020-08-13
195,19,Range Fire,35.34237,-120.70523999999999,2020-05-27
196,10,Red Fire ,40.09554,-122.43905,2020-04-23
197,240,Redwood Fire,40.55823,-123.88658000000001,2020-10-23
198,62,Riata Fire ,35.40953,-120.56823,2020-06-16
199,79,Rico Fire ,35.9789,-120.87858,2020-06-22
200,67,Ridge Fire,35.9497,-121.42113,2020-06-17
201,141,Ridge Fire,34.75844,-118.72004,2020-07-27
202,183,River Fire,36.60239,-121.62161,2020-08-16
203,80,River Fire,35.629059999999996,-120.68326,2020-06-22
204,116,Robinson Fire,39.43227,-121.37993999999999,2020-07-13
205,96,Rowher Fire,34.542742,-118.324601,2020-07-01
206,191,SCU Lightning Complex,37.439437,-121.30435,2020-08-18
207,195,Salt Fire,38.027921,-120.76325800000001,2020-08-18
208,225,San Antonio Fire ,34.773809,-120.49159399999999,2020-09-16
209,249,San Dimas Fire,34.146195,-117.77856100000001,2020-11-06
210,258,Sanderson Fire,33.93244,-117.03459,2020-12-13
211,221,Schoolhouse Fire,41.68229,-122.84057,2020-09-09
213,222,Shackleford Fire,41.575549,-123.021635,2020-09-11
214,149,Sheep Fire,35.143570000000004,-118.7933,2020-07-30
215,203,Sheep Fire ,40.274,-120.757,2020-08-22
216,100,Sheridan Fire,37.536015,-121.876277,2020-07-04
217,43,Sierra Fire,33.82925,-117.46036000000001,2020-06-08
218,29,Silver Fire,37.329163,-121.726223,2020-06-04
219,245,Silverado Fire ,33.73614,-117.65718999999999,2020-10-26
220,158,Sites Fire ,39.31313,-122.48525,2020-08-02
221,51,Skyline Fire,32.73044,-116.7862,2020-06-11
222,212,Slink Fire,38.568000000000005,-119.568,2020-09-01
223,27,Smoketree Fire,33.782532,-116.524014,2020-06-02
224,226,Snow Fire ,33.88831,-116.68386000000001,2020-09-17
225,171,Soda Fire,34.962524,-119.44497700000001,2020-08-12
226,49,Soda Fire,35.351459999999996,-120.00521,2020-06-10
227,98,Soda Fire ,35.393889,-120.053275,2020-07-03
228,106,Soledad Fire,34.467915000000005,-118.328877,2020-07-05
229,155,Sophia Fire,38.686478,-121.10329899999999,2020-08-02
230,8,South Main Fire,33.65263,-117.40906000000001,2020-03-06
231,18,Spanish Fire ,38.697834,-122.40363400000001,2020-05-22
232,40,Sperry Fire,37.463636,-121.16483000000001,2020-06-08
233,220,Sperry Fire,37.463770000000004,-121.18018000000001,2020-09-08
234,72,Springs Fire,35.891329999999996,-118.8613,2020-06-19
235,77,Stage Fire,36.69845,-121.57406999999999,2020-06-21
236,162,Stagecoach Fire,35.430440000000004,-118.53361000000001,2020-08-03
237,152,Stump Fire,40.34659,-121.6415,2020-08-01
238,81,Sycamore Fire,36.97511,-119.33438999999998,2020-06-23
239,71,Teddy Fire,39.37577,-121.45371999999999,2020-06-18
241,256,Thomas Fire,41.591947999999995,-120.37451399999999,2020-12-03
242,164,Trimmer Fire,36.90933,-119.2439,2020-08-04
243,112,Tripp Fire ,33.551838000000004,-116.7464168,2020-07-09
244,216,Valley Fire,32.765615000000004,-116.692705,2020-09-05
245,121,Valley Fire ,39.10112,-121.33588999999999,2020-07-15
246,46,Vineyard Fire ,38.89695,-123.21318000000001,2020-06-09
247,201,Volcano Fire,33.454896000000005,-117.32823400000001,2020-08-20
248,204,W-5 Cold Springs,41.028611,-120.28138899999999,2020-08-23
249,63,Walker Fire,38.07741,-120.72958,2020-06-16
250,156,Water Fire,33.924085999999996,-116.641846,2020-08-02
251,53,Watt Fire,38.733421,-121.378879,2020-06-11
252,179,Whale Fire,35.472114000000005,-120.85673100000001,2020-08-15
253,28,Wildlife Fire,38.232281,-122.042199,2020-06-03
254,219,Willow Fire,39.3637,-121.32361000000002,2020-09-09
255,255,Willow Fire,32.75277778,-116.9075,2020-12-02
256,37,Willow Fire ,37.994368,-122.00281100000001,2020-06-06
257,3,Wood Fire,40.62155,-120.49391999999999,2020-02-23
258,205,Woodward Fire,38.018089,-122.836701,2020-08-18
259,228,Zogg Fire,40.53927,-122.56656000000001,2020-09-27
